市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,建築年,取引価格（総額）,西暦建築年,築年数,平米単価,面積カテゴリ,徒歩カテゴリ
大阪市天王寺区,清水谷町,谷町六丁目,5,２ＬＤＫ,40,1999年,2100,1999,26,52.5,30-50㎡,0-5分
大阪市天王寺区,清水谷町,谷町六丁目,5,１Ｋ,30,1999年,1200,1999,26,40.0,30-50㎡,0-5分
大阪市天王寺区,清水谷町,谷町六丁目,5,２ＬＤＫ,60,1999年,2400,1999,26,40.0,50-70㎡,0-5分
大阪市天王寺区,清水谷町,谷町六丁目,7,３ＬＤＫ,75,1999年,3700,1999,26,49.333333333333336,70-100㎡,6-10分
大阪市天王寺区,清水谷町,谷町六丁目,6,２ＬＤＫ,55,1999年,3500,1999,26,63.63636363636363,50-70㎡,6-10分
大阪市天王寺区,清水谷町,玉造(大阪メトロ),6,３ＬＤＫ,85,2007年,6700,2007,18,78.82352941176471,70-100㎡,6-10分
大阪市天王寺区,清水谷町,玉造(大阪メトロ),6,３ＬＤＫ,65,2008年,4500,2008,17,69.23076923076923,50-70㎡,6-10分
大阪市天王寺区,清水谷町,玉造(大阪メトロ),6,４ＬＤＫ,100,2007年,7700,2007,18,77.0,70-100㎡,6-10分
大阪市天王寺区,清水谷町,玉造(大阪メトロ),6,２ＬＤＫ,85,2007年,5900,2007,18,69.41176470588235,70-100㎡,6-10分
大阪市天王寺区,城南寺町,谷町六丁目,9,３ＬＤＫ,70,2011年,5000,2011,14,71.42857142857143,70-100㎡,6-10分
大阪市天王寺区,城南寺町,谷町六丁目,9,２ＬＤＫ,95,1990年,3900,1990,35,41.05263157894737,70-100㎡,6-10分
大阪市天王寺区,城南寺町,谷町六丁目,9,２ＬＤＫ,70,2011年,4300,2011,14,61.42857142857143,70-100㎡,6-10分
大阪市天王寺区,真法院町,桃谷,8,,75,1996年,3000,1996,29,40.0,70-100㎡,6-10分
大阪市天王寺区,真法院町,桃谷,8,３ＬＤＫ,75,1996年,4100,1996,29,54.666666666666664,70-100㎡,6-10分
大阪市天王寺区,大道,寺田町,4,１ＤＫ,30,2000年,1700,2000,25,56.666666666666664,30-50㎡,0-5分
大阪市天王寺区,大道,寺田町,1,４ＬＤＫ,80,2001年,4400,2001,24,55.0,70-100㎡,0-5分
大阪市天王寺区,大道,寺田町,5,４ＬＤＫ,90,2010年,5400,2010,15,60.0,70-100㎡,0-5分
大阪市天王寺区,大道,寺田町,1,３ＬＤＫ,60,2001年,3800,2001,24,63.333333333333336,50-70㎡,0-5分
大阪市天王寺区,大道,寺田町,8,,55,1997年,2100,1997,28,38.18181818181818,50-70㎡,6-10分
大阪市天王寺区,大道,寺田町,4,１ＤＫ,30,2000年,1500,2000,25,50.0,30-50㎡,0-5分
大阪市天王寺区,大道,寺田町,9,３ＬＤＫ,60,2015年,4400,2015,10,73.33333333333333,50-70㎡,6-10分
大阪市天王寺区,大道,寺田町,4,,65,2000年,2900,2000,25,44.61538461538461,50-70㎡,0-5分
大阪市天王寺区,大道,寺田町,9,３ＬＤＫ,60,2015年,4200,2015,10,70.0,50-70㎡,6-10分
大阪市天王寺区,大道,天王寺,7,,35,2004年,2200,2004,21,62.857142857142854,30-50㎡,6-10分
大阪市天王寺区,大道,天王寺,7,,30,2004年,1900,2004,21,63.333333333333336,30-50㎡,6-10分
大阪市天王寺区,大道,天王寺,6,３ＬＤＫ,80,2004年,5400,2004,21,67.5,70-100㎡,6-10分
大阪市天王寺区,大道,天王寺,11,,80,2004年,4100,2004,21,51.25,70-100㎡,11-12分
大阪市天王寺区,大道,天王寺,7,１Ｋ,30,2004年,2200,2004,21,73.33333333333333,30-50㎡,6-10分
大阪市天王寺区,大道,天王寺,7,１Ｋ,35,2004年,1800,2004,21,51.42857142857143,30-50㎡,6-10分
大阪市天王寺区,玉造本町,玉造(大阪メトロ),1,２ＬＤＫ,65,2016年,4400,2016,9,67.6923076923077,50-70㎡,0-5分
大阪市天王寺区,玉造本町,玉造(大阪メトロ),1,３ＬＤＫ,75,2016年,6500,2016,9,86.66666666666667,70-100㎡,0-5分
大阪市天王寺区,玉造本町,玉造(大阪メトロ),1,２ＬＤＫ,65,2016年,5300,2016,9,81.53846153846153,50-70㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,３ＬＤＫ,70,2012年,6800,2012,13,97.14285714285714,70-100㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,,75,2012年,7600,2012,13,101.33333333333333,70-100㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,３ＬＤＫ,70,2012年,5500,2012,13,78.57142857142857,70-100㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,２ＬＤＫ,65,2012年,6700,2012,13,103.07692307692308,50-70㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,２ＬＤＫ,70,2012年,4500,2012,13,64.28571428571429,70-100㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,２ＬＤＫ,75,2012年,6500,2012,13,86.66666666666667,70-100㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,２ＬＤＫ,65,1999年,3100,1999,26,47.69230769230769,50-70㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,３ＬＤＫ,70,1999年,4100,1999,26,58.57142857142857,70-100㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,,70,1999年,2800,1999,26,40.0,70-100㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,２ＬＤＫ,45,2019年,4200,2019,6,93.33333333333333,30-50㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,２ＬＤＫ,50,2019年,4300,2019,6,86.0,50-70㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,３ＬＤＫ,65,2012年,5300,2012,13,81.53846153846153,50-70㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),0,２ＬＤＫ,55,2012年,4000,2012,13,72.72727272727273,50-70㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),4,２ＬＤＫ,50,2019年,4400,2019,6,88.0,50-70㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,３ＬＤＫ,70,2012年,4900,2012,13,70.0,70-100㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,３ＬＤＫ,75,2012年,4500,2012,13,60.0,70-100㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,３ＬＤＫ,60,1999年,3200,1999,26,53.333333333333336,50-70㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,２ＬＤＫ,50,2019年,4000,2019,6,80.0,50-70㎡,0-5分
大阪市天王寺区,玉造元町,玉造(ＪＲ),3,２ＬＤＫ,55,2012年,3900,2012,13,70.9090909090909,50-70㎡,0-5分
大阪市天王寺区,玉造元町,玉造(大阪メトロ),2,１ＬＤＫ,60,2005年,3900,2005,20,65.0,50-70㎡,0-5分
大阪市天王寺区,玉造元町,玉造(大阪メトロ),6,１ＬＤＫ,40,2015年,2800,2015,10,70.0,30-50㎡,6-10分
大阪市天王寺区,玉造元町,玉造(大阪メトロ),6,,50,2015年,2900,2015,10,58.0,50-70㎡,6-10分
大阪市天王寺区,玉造元町,玉造(大阪メトロ),2,１ＤＫ,35,2005年,2500,2005,20,71.42857142857143,30-50㎡,0-5分
大阪市天王寺区,玉造元町,玉造(大阪メトロ),6,２ＬＤＫ,50,2015年,3500,2015,10,70.0,50-70㎡,6-10分
大阪市天王寺区,玉造元町,玉造(大阪メトロ),6,１ＬＤＫ,40,2015年,2500,2015,10,62.5,30-50㎡,6-10分
大阪市天王寺区,玉造元町,玉造(大阪メトロ),2,２ＬＤＫ,60,2005年,3000,2005,20,50.0,50-70㎡,0-5分
大阪市天王寺区,玉造元町,玉造(大阪メトロ),2,１ＬＤＫ,35,2005年,1900,2005,20,54.285714285714285,30-50㎡,0-5分
大阪市天王寺区,寺田町,寺田町,5,３ＬＤＫ,65,2015年,4900,2015,10,75.38461538461539,50-70㎡,0-5分
大阪市天王寺区,寺田町,寺田町,5,２ＬＤＫ,50,1999年,2600,1999,26,52.0,50-70㎡,0-5分
大阪市天王寺区,寺田町,寺田町,5,４ＬＤＫ,80,2015年,6500,2015,10,81.25,70-100㎡,0-5分
大阪市天王寺区,寺田町,寺田町,5,,55,1999年,2200,1999,26,40.0,50-70㎡,0-5分
大阪市天王寺区,寺田町,寺田町,2,３ＬＤＫ,65,2019年,5100,2019,6,78.46153846153847,50-70㎡,0-5分
大阪市天王寺区,寺田町,寺田町,5,３ＬＤＫ,70,2015年,4800,2015,10,68.57142857142857,70-100㎡,0-5分
大阪市天王寺区,寺田町,寺田町,6,３ＬＤＫ,75,2005年,4200,2005,20,56.0,70-100㎡,6-10分
大阪市天王寺区,寺田町,寺田町,5,３ＬＤＫ,65,2015年,4200,2015,10,64.61538461538461,50-70㎡,0-5分
大阪市天王寺区,寺田町,寺田町,5,３ＬＤＫ,75,2015年,4700,2015,10,62.666666666666664,70-100㎡,0-5分
大阪市天王寺区,寺田町,寺田町,2,１ＬＤＫ,45,2019年,2900,2019,6,64.44444444444444,30-50㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,4,３ＬＤＫ,65,2019年,6400,2019,6,98.46153846153847,50-70㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,3,,80,2014年,8500,2014,11,106.25,70-100㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,5,３ＬＤＫ,75,2004年,4500,2004,21,60.0,70-100㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,3,３ＬＤＫ,55,1999年,3100,1999,26,56.36363636363637,50-70㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,5,３ＬＤＫ,75,2004年,5100,2004,21,68.0,70-100㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,5,,75,2004年,4700,2004,21,62.666666666666664,70-100㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,4,２ＬＤＫ,50,1997年,3500,1997,28,70.0,50-70㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,5,４ＬＤＫ,90,2004年,5800,2004,21,64.44444444444444,70-100㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,5,３ＬＤＫ,75,2004年,5200,2004,21,69.33333333333333,70-100㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,5,２ＬＤＫ,75,2004年,4100,2004,21,54.666666666666664,70-100㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,5,４ＬＤＫ,90,2004年,6500,2004,21,72.22222222222223,70-100㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,2,３ＬＤＫ,80,2015年,6400,2015,10,80.0,70-100㎡,0-5分
大阪市天王寺区,堂ケ芝,桃谷,3,３ＬＤＫ,65,1999年,3500,1999,26,53.84615384615385,50-70㎡,0-5分
大阪市天王寺区,東高津町,大阪上本町,3,１ＬＤＫ,35,2020年,3400,2020,5,97.14285714285714,30-50㎡,0-5分
大阪市天王寺区,東高津町,谷町九丁目,7,２ＬＤＫ,60,2000年,4200,2000,25,70.0,50-70㎡,6-10分
大阪市天王寺区,東高津町,谷町九丁目,7,３ＬＤＫ,60,2000年,2900,2000,25,48.333333333333336,50-70㎡,6-10分
大阪市天王寺区,悲田院町,天王寺,2,３ＬＤＫ,70,2003年,5300,2003,22,75.71428571428571,70-100㎡,0-5分
大阪市天王寺区,悲田院町,天王寺,2,４ＬＤＫ,85,2003年,6500,2003,22,76.47058823529412,70-100㎡,0-5分
大阪市天王寺区,悲田院町,天王寺,2,３ＬＤＫ,65,2015年,5500,2015,10,84.61538461538461,50-70㎡,0-5分
大阪市天王寺区,悲田院町,天王寺,2,３ＬＤＫ,65,2015年,6900,2015,10,106.15384615384616,50-70㎡,0-5分
大阪市天王寺区,悲田院町,天王寺,2,３ＬＤＫ,65,2015年,6400,2015,10,98.46153846153847,50-70㎡,0-5分
大阪市天王寺区,悲田院町,天王寺,2,３ＬＤＫ,65,2015年,6800,2015,10,104.61538461538461,50-70㎡,0-5分
大阪市天王寺区,悲田院町,天王寺,2,３ＬＤＫ,65,2015年,6000,2015,10,92.3076923076923,50-70㎡,0-5分
大阪市天王寺区,悲田院町,天王寺,3,２ＬＤＫ,65,2015年,6200,2015,10,95.38461538461539,50-70㎡,0-5分
大阪市天王寺区,悲田院町,天王寺,2,２ＬＤＫ,65,2015年,5600,2015,10,86.15384615384616,50-70㎡,0-5分
大阪市天王寺区,悲田院町,天王寺,2,３ＬＤＫ,65,2015年,5200,2015,10,80.0,50-70㎡,0-5分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,75,2007年,7100,2007,18,94.66666666666667,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,,65,2007年,5300,2007,18,81.53846153846153,50-70㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,75,2007年,7000,2007,18,93.33333333333333,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,75,2009年,6300,2009,16,84.0,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,,70,2009年,5700,2009,16,81.42857142857143,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,80,2009年,6700,2009,16,83.75,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,70,2009年,4100,2009,16,58.57142857142857,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,75,2007年,6400,2007,18,85.33333333333333,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,75,2007年,6800,2007,18,90.66666666666667,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,75,2007年,6800,2007,18,90.66666666666667,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,70,2007年,5800,2007,18,82.85714285714286,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,100,2009年,9000,2009,16,90.0,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,75,2007年,6200,2007,18,82.66666666666667,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,85,2007年,9500,2007,18,111.76470588235294,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,90,2007年,7800,2007,18,86.66666666666667,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,70,2009年,5200,2009,16,74.28571428571429,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,85,2007年,6900,2007,18,81.17647058823529,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,,65,2007年,4100,2007,18,63.07692307692308,50-70㎡,6-10分
大阪市天王寺区,筆ケ崎町,大阪上本町,8,３ＬＤＫ,85,2009年,6600,2009,16,77.6470588235294,70-100㎡,6-10分
大阪市天王寺区,筆ケ崎町,鶴橋,4,３ＬＤＫ,80,2023年,9000,2023,2,112.5,70-100㎡,0-5分
大阪市天王寺区,筆ケ崎町,鶴橋,4,３ＬＤＫ,70,2023年,8000,2023,2,114.28571428571429,70-100㎡,0-5分
大阪市天王寺区,筆ケ崎町,鶴橋,4,３ＬＤＫ,70,2023年,8500,2023,2,121.42857142857143,70-100㎡,0-5分
大阪市天王寺区,筆ケ崎町,鶴橋,4,２ＬＤＫ,65,2008年,4000,2008,17,61.53846153846154,50-70㎡,0-5分
大阪市天王寺区,筆ケ崎町,鶴橋,4,４ＬＤＫ,80,2008年,4500,2008,17,56.25,70-100㎡,0-5分
大阪市天王寺区,筆ケ崎町,鶴橋,4,３ＬＤＫ,75,2008年,4400,2008,17,58.666666666666664,70-100㎡,0-5分
大阪市天王寺区,舟橋町,鶴橋,2,３ＬＤＫ,80,2011年,6900,2011,14,86.25,70-100㎡,0-5分
大阪市天王寺区,舟橋町,鶴橋,2,３ＬＤＫ,80,2011年,5500,2011,14,68.75,70-100㎡,0-5分
大阪市天王寺区,舟橋町,鶴橋,4,４ＬＤＫ,85,2003年,5000,2003,22,58.8235294117647,70-100㎡,0-5分
大阪市天王寺区,舟橋町,鶴橋,1,３ＬＤＫ,65,2008年,4000,2008,17,61.53846153846154,50-70㎡,0-5分
大阪市天王寺区,舟橋町,鶴橋,4,４ＬＤＫ,90,2003年,5700,2003,22,63.333333333333336,70-100㎡,0-5分
大阪市天王寺区,舟橋町,鶴橋,2,２ＬＤＫ,65,2011年,3800,2011,14,58.46153846153846,50-70㎡,0-5分
大阪市天王寺区,舟橋町,鶴橋,1,３ＬＤＫ,65,2008年,2800,2008,17,43.07692307692308,50-70㎡,0-5分
大阪市天王寺区,舟橋町,鶴橋,1,２ＬＤＫ,60,2008年,3300,2008,17,55.0,50-70㎡,0-5分
大阪市天王寺区,堀越町,天王寺,6,３ＬＤＫ,65,2002年,3800,2002,23,58.46153846153846,50-70㎡,6-10分
大阪市天王寺区,堀越町,天王寺,6,３ＬＤＫ,70,2002年,4000,2002,23,57.142857142857146,70-100㎡,6-10分
大阪市天王寺区,松ケ鼻町,桃谷,5,３ＬＤＫ,70,2016年,5500,2016,9,78.57142857142857,70-100㎡,0-5分
大阪市天王寺区,松ケ鼻町,桃谷,7,３ＬＤＫ,85,2016年,6100,2016,9,71.76470588235294,70-100㎡,6-10分
大阪市天王寺区,夕陽丘町,四天王寺前夕陽ケ丘,1,２ＬＤＫ,75,1991年,3200,1991,34,42.666666666666664,70-100㎡,0-5分
大阪市天王寺区,夕陽丘町,四天王寺前夕陽ケ丘,1,４ＬＤＫ,85,2012年,6700,2012,13,78.82352941176471,70-100㎡,0-5分
大阪市天王寺区,夕陽丘町,四天王寺前夕陽ケ丘,1,３ＬＤＫ,70,2012年,5700,2012,13,81.42857142857143,70-100㎡,0-5分
大阪市天王寺区,夕陽丘町,四天王寺前夕陽ケ丘,1,４ＬＤＫ,85,2012年,7300,2012,13,85.88235294117646,70-100㎡,0-5分
大阪市天王寺区,夕陽丘町,四天王寺前夕陽ケ丘,1,１ＬＤＫ,75,1991年,2800,1991,34,37.333333333333336,70-100㎡,0-5分
大阪市天王寺区,夕陽丘町,四天王寺前夕陽ケ丘,1,２ＬＤＫ,60,1995年,2500,1995,30,41.666666666666664,50-70㎡,0-5分
大阪市天王寺区,夕陽丘町,四天王寺前夕陽ケ丘,1,,60,1995年,1700,1995,30,28.333333333333332,50-70㎡,0-5分
大阪市天王寺区,伶人町,四天王寺前夕陽ケ丘,5,１ＬＤＫ,45,1990年,2500,1990,35,55.55555555555556,30-50㎡,0-5分
大阪市鶴見区,今津北,徳庵,10,,55,1997年,1900,1997,28,34.54545454545455,50-70㎡,6-10分
大阪市鶴見区,今津北,徳庵,7,３ＬＤＫ,65,1995年,3000,1995,30,46.15384615384615,50-70㎡,6-10分
大阪市鶴見区,今津北,徳庵,10,,55,1997年,1900,1997,28,34.54545454545455,50-70㎡,6-10分
大阪市鶴見区,今津北,徳庵,5,３ＬＤＫ,65,2007年,3200,2007,18,49.23076923076923,50-70㎡,0-5分
大阪市鶴見区,今津北,徳庵,7,４ＬＤＫ,75,1995年,3500,1995,30,46.666666666666664,70-100㎡,6-10分
大阪市鶴見区,今津北,徳庵,4,３ＬＤＫ,60,2007年,2500,2007,18,41.666666666666664,50-70㎡,0-5分
大阪市鶴見区,今津北,放出,10,３ＬＤＫ,65,1994年,2300,1994,31,35.38461538461539,50-70㎡,6-10分
大阪市鶴見区,今津北,放出,10,２ＬＤＫ,55,1994年,2900,1994,31,52.72727272727273,50-70㎡,6-10分
大阪市鶴見区,今津北,放出,12,３ＬＤＫ,55,1994年,2000,1994,31,36.36363636363637,50-70㎡,11-12分
大阪市鶴見区,今津北,放出,12,３ＬＤＫ,80,1994年,3300,1994,31,41.25,70-100㎡,11-12分
大阪市鶴見区,今津中,放出,8,,55,1995年,2000,1995,30,36.36363636363637,50-70㎡,6-10分
大阪市鶴見区,今津中,放出,8,２ＬＤＫ,55,1995年,2200,1995,30,40.0,50-70㎡,6-10分
大阪市鶴見区,今津南,放出,11,３ＬＤＫ,75,2000年,3500,2000,25,46.666666666666664,70-100㎡,11-12分
大阪市鶴見区,今津南,放出,8,３ＬＤＫ,60,1990年,3200,1990,35,53.333333333333336,50-70㎡,6-10分
大阪市鶴見区,今津南,放出,8,,60,1990年,2000,1990,35,33.333333333333336,50-70㎡,6-10分
大阪市鶴見区,今津南,放出,11,３ＬＤＫ,70,2000年,2500,2000,25,35.714285714285715,70-100㎡,11-12分
大阪市鶴見区,今津南,放出,7,４ＬＤＫ,90,1990年,2900,1990,35,32.22222222222222,70-100㎡,6-10分
大阪市鶴見区,今津南,放出,11,,65,2000年,2100,2000,25,32.30769230769231,50-70㎡,11-12分
大阪市鶴見区,今津南,放出,11,３ＬＤＫ,80,2000年,3000,2000,25,37.5,70-100㎡,11-12分
大阪市鶴見区,今津南,放出,10,３ＬＤＫ,65,2000年,2700,2000,25,41.53846153846154,50-70㎡,6-10分
大阪市鶴見区,今津南,放出,10,３ＬＤＫ,65,2000年,3000,2000,25,46.15384615384615,50-70㎡,6-10分
大阪市鶴見区,今津南,放出,10,３ＬＤＫ,65,2000年,3500,2000,25,53.84615384615385,50-70㎡,6-10分
大阪市鶴見区,鶴見,今福鶴見,5,,85,1992年,3300,1992,33,38.8235294117647,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,9,４ＬＤＫ,80,2004年,4100,2004,21,51.25,70-100㎡,6-10分
大阪市鶴見区,鶴見,今福鶴見,3,２ＬＤＫ,60,2003年,2800,2003,22,46.666666666666664,50-70㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,9,３ＬＤＫ,70,2015年,4400,2015,10,62.857142857142854,70-100㎡,6-10分
大阪市鶴見区,鶴見,今福鶴見,0,,70,2004年,3700,2004,21,52.857142857142854,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,2,,60,2004年,2600,2004,21,43.333333333333336,50-70㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,11,,65,2007年,3000,2007,18,46.15384615384615,50-70㎡,11-12分
大阪市鶴見区,鶴見,今福鶴見,11,４ＬＤＫ,80,2007年,2700,2007,18,33.75,70-100㎡,11-12分
大阪市鶴見区,鶴見,今福鶴見,11,,75,2007年,2900,2007,18,38.666666666666664,70-100㎡,11-12分
大阪市鶴見区,鶴見,今福鶴見,5,３ＬＤＫ,100,1992年,3500,1992,33,35.0,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,5,,60,1999年,2100,1999,26,35.0,50-70㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,0,３ＬＤＫ,75,2004年,3800,2004,21,50.666666666666664,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,0,３ＬＤＫ,70,2004年,4400,2004,21,62.857142857142854,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,7,４ＬＤＫ,85,1997年,3900,1997,28,45.88235294117647,70-100㎡,6-10分
大阪市鶴見区,鶴見,今福鶴見,4,,70,2000年,2900,2000,25,41.42857142857143,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,3,４ＬＤＫ,85,2003年,4600,2003,22,54.11764705882353,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,9,４ＬＤＫ,70,2015年,4200,2015,10,60.0,70-100㎡,6-10分
大阪市鶴見区,鶴見,今福鶴見,5,２ＬＤＫ,65,1999年,3100,1999,26,47.69230769230769,50-70㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,3,３ＬＤＫ,85,2003年,3000,2003,22,35.294117647058826,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,3,,70,1996年,3100,1996,29,44.285714285714285,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,11,３ＬＤＫ,70,2007年,3500,2007,18,50.0,70-100㎡,11-12分
大阪市鶴見区,鶴見,今福鶴見,6,３ＬＤＫ,75,2004年,4100,2004,21,54.666666666666664,70-100㎡,6-10分
大阪市鶴見区,鶴見,今福鶴見,6,３ＬＤＫ,90,2004年,5000,2004,21,55.55555555555556,70-100㎡,6-10分
大阪市鶴見区,鶴見,今福鶴見,2,３ＬＤＫ,60,1997年,1500,1997,28,25.0,50-70㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,2,,60,1997年,2200,1997,28,36.666666666666664,50-70㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,9,２ＬＤＫ,80,2015年,4700,2015,10,58.75,70-100㎡,6-10分
大阪市鶴見区,鶴見,今福鶴見,0,２ＬＤＫ,65,2004年,3500,2004,21,53.84615384615385,50-70㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,3,３ＬＤＫ,75,2003年,3800,2003,22,50.666666666666664,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,3,２ＬＤＫ,55,1996年,2800,1996,29,50.90909090909091,50-70㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,5,,65,1999年,2500,1999,26,38.46153846153846,50-70㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,3,,75,2003年,3300,2003,22,44.0,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,10,３ＬＤＫ,80,2015年,4400,2015,10,55.0,70-100㎡,6-10分
大阪市鶴見区,鶴見,今福鶴見,4,３ＬＤＫ,75,2000年,2900,2000,25,38.666666666666664,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,11,３ＬＤＫ,75,2007年,3400,2007,18,45.333333333333336,70-100㎡,11-12分
大阪市鶴見区,鶴見,今福鶴見,11,３ＬＤＫ,70,2007年,3400,2007,18,48.57142857142857,70-100㎡,11-12分
大阪市鶴見区,鶴見,今福鶴見,2,２ＬＤＫ,65,2005年,3500,2005,20,53.84615384615385,50-70㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,11,３ＬＤＫ,70,2007年,2200,2007,18,31.428571428571427,70-100㎡,11-12分
大阪市鶴見区,鶴見,今福鶴見,12,３ＬＤＫ,75,2007年,3200,2007,18,42.666666666666664,70-100㎡,11-12分
大阪市鶴見区,鶴見,今福鶴見,0,４ＬＤＫ,80,2004年,3800,2004,21,47.5,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,4,,100,1992年,2900,1992,33,29.0,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,2,３ＬＤＫ,75,1998年,3000,1998,27,40.0,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,0,３ＬＤＫ,75,2004年,4000,2004,21,53.333333333333336,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,6,４ＬＤＫ,95,2004年,4800,2004,21,50.526315789473685,70-100㎡,6-10分
大阪市鶴見区,鶴見,今福鶴見,1,３ＬＤＫ,75,2004年,3600,2004,21,48.0,70-100㎡,0-5分
大阪市鶴見区,鶴見,今福鶴見,11,４ＬＤＫ,85,2007年,3400,2007,18,40.0,70-100㎡,11-12分
大阪市鶴見区,鶴見,横堤,12,３ＬＤＫ,70,2007年,2100,2007,18,30.0,70-100㎡,11-12分
大阪市鶴見区,鶴見,横堤,10,４ＬＤＫ,85,2007年,3400,2007,18,40.0,70-100㎡,6-10分
