市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,建築年,取引価格（総額）,西暦建築年,築年数,平米単価,面積カテゴリ,徒歩カテゴリ
大阪市福島区,鷺洲,野田(阪神),7,３ＬＤＫ,65,2009年,4500,2009,16,69.23076923076923,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,9,３ＬＤＫ,75,2009年,8800,2009,16,117.33333333333333,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,4,,65,1996年,3900,1996,29,60.0,50-70㎡,0-5分
大阪市福島区,鷺洲,野田阪神,5,,65,2008年,5000,2008,17,76.92307692307692,50-70㎡,0-5分
大阪市福島区,鷺洲,野田阪神,10,,65,1995年,3700,1995,30,56.92307692307692,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,３ＬＤＫ,60,2018年,5900,2018,7,98.33333333333333,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,３ＬＤＫ,70,2019年,5900,2019,6,84.28571428571429,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,,80,2019年,6800,2019,6,85.0,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,6,,65,2008年,4500,2008,17,69.23076923076923,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,6,２ＬＤＫ,75,2008年,6800,2008,17,90.66666666666667,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,２ＬＤＫ,60,2018年,5500,2018,7,91.66666666666667,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,6,３ＬＤＫ,80,2008年,5400,2008,17,67.5,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,２ＬＤＫ,60,2009年,5700,2009,16,95.0,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,4,２ＬＤＫ,65,2008年,7800,2008,17,120.0,50-70㎡,0-5分
大阪市福島区,鷺洲,野田阪神,7,３ＬＤＫ,75,2009年,7000,2009,16,93.33333333333333,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,10,３ＬＤＫ,80,2018年,6500,2018,7,81.25,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,３ＬＤＫ,65,2019年,5300,2019,6,81.53846153846153,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,10,２ＬＤＫ,60,2004年,4700,2004,21,78.33333333333333,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,6,,65,2008年,4800,2008,17,73.84615384615384,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,,80,2019年,5500,2019,6,68.75,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,３ＬＤＫ,70,2009年,5300,2009,16,75.71428571428571,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,8,３ＬＤＫ,85,2000年,5300,2000,25,62.35294117647059,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,,65,2019年,4500,2019,6,69.23076923076923,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,9,３ＬＤＫ,60,1999年,3000,1999,26,50.0,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,３ＬＤＫ,70,2019年,4200,2019,6,60.0,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,２ＬＤＫ,70,2019年,5400,2019,6,77.14285714285714,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,２ＬＤＫ,65,2019年,5000,2019,6,76.92307692307692,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,10,,65,2018年,4600,2018,7,70.76923076923077,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,２ＬＤＫ,65,2009年,5300,2009,16,81.53846153846153,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,10,４ＬＤＫ,80,2002年,4700,2002,23,58.75,70-100㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,３ＬＤＫ,65,2019年,5200,2019,6,80.0,50-70㎡,6-10分
大阪市福島区,鷺洲,野田阪神,7,２ＬＤＫ,70,2019年,4800,2019,6,68.57142857142857,70-100㎡,6-10分
大阪市福島区,鷺洲,福島(大阪),7,１Ｋ,40,2002年,2700,2002,23,67.5,30-50㎡,6-10分
大阪市福島区,鷺洲,福島(大阪),6,３ＬＤＫ,65,1999年,4700,1999,26,72.3076923076923,50-70㎡,6-10分
大阪市福島区,鷺洲,福島(大阪),7,,40,2002年,2400,2002,23,60.0,30-50㎡,6-10分
大阪市福島区,鷺洲,福島(大阪),7,１ＬＤＫ,45,2002年,1500,2002,23,33.333333333333336,30-50㎡,6-10分
大阪市福島区,鷺洲,福島(大阪),8,,60,2023年,6200,2023,2,103.33333333333333,50-70㎡,6-10分
大阪市福島区,鷺洲,福島(大阪),10,２ＬＤＫ,60,1999年,4100,1999,26,68.33333333333333,50-70㎡,6-10分
大阪市福島区,鷺洲,福島(大阪),6,２ＬＤＫ,50,1999年,2700,1999,26,54.0,50-70㎡,6-10分
大阪市福島区,鷺洲,福島(大阪),7,１ＬＤＫ,40,2002年,2300,2002,23,57.5,30-50㎡,6-10分
大阪市福島区,鷺洲,福島(大阪),11,１Ｋ,30,2015年,1700,2015,10,56.666666666666664,30-50㎡,11-12分
大阪市福島区,鷺洲,福島(大阪),7,,40,2002年,2700,2002,23,67.5,30-50㎡,6-10分
大阪市福島区,鷺洲,福島(大阪),6,３ＬＤＫ,60,1995年,4000,1995,30,66.66666666666667,50-70㎡,6-10分
大阪市福島区,玉川,大阪,11,３ＬＤＫ,60,1998年,3600,1998,27,60.0,50-70㎡,11-12分
大阪市福島区,玉川,玉川(大阪),9,２ＬＤＫ,65,2012年,5900,2012,13,90.76923076923077,50-70㎡,6-10分
大阪市福島区,玉川,玉川(大阪),10,３ＬＤＫ,70,1998年,4800,1998,27,68.57142857142857,70-100㎡,6-10分
大阪市福島区,玉川,玉川(大阪),6,１ＬＤＫ,30,2012年,2600,2012,13,86.66666666666667,30-50㎡,6-10分
大阪市福島区,玉川,玉川(大阪),11,３ＬＤＫ,85,1998年,6400,1998,27,75.29411764705883,70-100㎡,11-12分
大阪市福島区,玉川,玉川(大阪),11,３ＬＤＫ,70,1998年,4200,1998,27,60.0,70-100㎡,11-12分
大阪市福島区,玉川,玉川(大阪),10,３ＬＤＫ,85,1998年,5100,1998,27,60.0,70-100㎡,6-10分
大阪市福島区,玉川,玉川(大阪),6,１ＬＤＫ,30,2012年,2100,2012,13,70.0,30-50㎡,6-10分
大阪市福島区,玉川,玉川(大阪),10,３ＬＤＫ,70,2000年,4200,2000,25,60.0,70-100㎡,6-10分
大阪市福島区,玉川,玉川(大阪),10,３ＬＤＫ,85,1998年,5000,1998,27,58.8235294117647,70-100㎡,6-10分
大阪市福島区,玉川,玉川(大阪),10,３ＬＤＫ,85,1998年,4600,1998,27,54.11764705882353,70-100㎡,6-10分
大阪市福島区,玉川,玉川(大阪),6,,30,2012年,2300,2012,13,76.66666666666667,30-50㎡,6-10分
大阪市福島区,玉川,玉川(大阪),10,２ＬＤＫ,55,1998年,3600,1998,27,65.45454545454545,50-70㎡,6-10分
大阪市福島区,玉川,玉川(大阪),10,３ＬＤＫ,75,1998年,4200,1998,27,56.0,70-100㎡,6-10分
大阪市福島区,玉川,玉川(大阪),10,２ＬＤＫ,75,1998年,4400,1998,27,58.666666666666664,70-100㎡,6-10分
大阪市福島区,玉川,玉川(大阪),6,１ＤＫ,30,2012年,2100,2012,13,70.0,30-50㎡,6-10分
大阪市福島区,玉川,玉川(大阪),0,３ＬＤＫ,70,2007年,5200,2007,18,74.28571428571429,70-100㎡,0-5分
大阪市福島区,玉川,玉川(大阪),10,４ＬＤＫ,90,1998年,5200,1998,27,57.77777777777778,70-100㎡,6-10分
大阪市福島区,玉川,玉川(大阪),6,１Ｋ,30,2012年,1600,2012,13,53.333333333333336,30-50㎡,6-10分
大阪市福島区,玉川,中之島,4,２ＬＤＫ,75,1998年,4700,1998,27,62.666666666666664,70-100㎡,0-5分
大阪市福島区,玉川,中之島,7,３ＬＤＫ,70,2000年,5000,2000,25,71.42857142857143,70-100㎡,6-10分
大阪市福島区,玉川,中之島,4,,70,1998年,3500,1998,27,50.0,70-100㎡,0-5分
大阪市福島区,玉川,中之島,6,,65,2006年,3400,2006,19,52.30769230769231,50-70㎡,6-10分
大阪市福島区,玉川,中之島,4,２ＬＤＫ,60,1998年,3000,1998,27,50.0,50-70㎡,0-5分
大阪市福島区,玉川,中之島,4,３ＬＤＫ,70,1998年,5000,1998,27,71.42857142857143,70-100㎡,0-5分
大阪市福島区,玉川,中之島,4,２ＬＤＫ,85,1998年,4400,1998,27,51.76470588235294,70-100㎡,0-5分
大阪市福島区,玉川,中之島,4,３ＬＤＫ,75,1998年,3600,1998,27,48.0,70-100㎡,0-5分
大阪市福島区,玉川,野田(ＪＲ),10,３ＬＤＫ,75,1998年,4500,1998,27,60.0,70-100㎡,6-10分
大阪市福島区,玉川,野田阪神,9,２ＬＤＫ,70,2012年,4000,2012,13,57.142857142857146,70-100㎡,6-10分
大阪市福島区,野田,西九条,6,３ＬＤＫ,70,2005年,4400,2005,20,62.857142857142854,70-100㎡,6-10分
大阪市福島区,野田,西九条,6,３ＬＤＫ,80,2005年,4700,2005,20,58.75,70-100㎡,6-10分
大阪市福島区,野田,西九条,6,３ＬＤＫ,75,2005年,4100,2005,20,54.666666666666664,70-100㎡,6-10分
大阪市福島区,野田,西九条,8,,65,2007年,2900,2007,18,44.61538461538461,50-70㎡,6-10分
大阪市福島区,野田,西九条,6,,70,2005年,3400,2005,20,48.57142857142857,70-100㎡,6-10分
大阪市福島区,野田,西九条,7,,70,2005年,3300,2005,20,47.142857142857146,70-100㎡,6-10分
大阪市福島区,野田,野田(ＪＲ),9,３ＬＤＫ,70,2007年,4600,2007,18,65.71428571428571,70-100㎡,6-10分
大阪市福島区,野田,野田(ＪＲ),9,３ＬＤＫ,75,2007年,4600,2007,18,61.333333333333336,70-100㎡,6-10分
大阪市福島区,野田,野田(ＪＲ),9,３ＬＤＫ,70,2007年,4000,2007,18,57.142857142857146,70-100㎡,6-10分
大阪市福島区,福島,大阪,11,２ＬＤＫ,60,1999年,3600,1999,26,60.0,50-70㎡,11-12分
大阪市福島区,福島,大阪,11,２ＬＤＫ,60,1999年,4200,1999,26,70.0,50-70㎡,11-12分
大阪市福島区,福島,大阪,11,３ＬＤＫ,65,1999年,4200,1999,26,64.61538461538461,50-70㎡,11-12分
大阪市福島区,福島,大阪,10,２ＬＤＫ,60,1999年,3000,1999,26,50.0,50-70㎡,6-10分
大阪市福島区,福島,大阪,9,３ＬＤＫ,60,1999年,2900,1999,26,48.333333333333336,50-70㎡,6-10分
大阪市福島区,福島,新福島,4,２ＬＤＫ,85,2011年,9000,2011,14,105.88235294117646,70-100㎡,0-5分
大阪市福島区,福島,新福島,2,１ＤＫ,35,2010年,2800,2010,15,80.0,30-50㎡,0-5分
大阪市福島区,福島,新福島,2,２ＬＤＫ,50,2012年,3400,2012,13,68.0,50-70㎡,0-5分
大阪市福島区,福島,新福島,4,２ＬＤＫ,75,2012年,7800,2012,13,104.0,70-100㎡,0-5分
大阪市福島区,福島,新福島,6,１ＬＤＫ,55,2016年,5900,2016,9,107.27272727272727,50-70㎡,6-10分
大阪市福島区,福島,新福島,1,,65,1998年,4000,1998,27,61.53846153846154,50-70㎡,0-5分
大阪市福島区,福島,新福島,2,,55,2002年,3200,2002,23,58.18181818181818,50-70㎡,0-5分
大阪市福島区,福島,新福島,5,,55,2012年,5200,2012,13,94.54545454545455,50-70㎡,0-5分
大阪市福島区,福島,新福島,2,,35,2010年,2800,2010,15,80.0,30-50㎡,0-5分
大阪市福島区,福島,新福島,1,３ＬＤＫ,65,1998年,5300,1998,27,81.53846153846153,50-70㎡,0-5分
大阪市福島区,福島,新福島,4,３ＬＤＫ,90,2011年,8400,2011,14,93.33333333333333,70-100㎡,0-5分
大阪市福島区,福島,新福島,5,２ＬＤＫ,65,2011年,5600,2011,14,86.15384615384616,50-70㎡,0-5分
大阪市福島区,福島,新福島,4,３ＬＤＫ,85,2012年,9200,2012,13,108.23529411764706,70-100㎡,0-5分
大阪市福島区,福島,新福島,2,１ＤＫ,35,2010年,2500,2010,15,71.42857142857143,30-50㎡,0-5分
大阪市福島区,福島,新福島,4,２ＤＫ,65,2011年,5700,2011,14,87.6923076923077,50-70㎡,0-5分
大阪市福島区,福島,新福島,2,１ＬＤＫ,70,2002年,4000,2002,23,57.142857142857146,70-100㎡,0-5分
大阪市福島区,福島,新福島,6,２ＬＤＫ,60,2016年,5400,2016,9,90.0,50-70㎡,6-10分
大阪市福島区,福島,新福島,4,３ＬＤＫ,70,2011年,5700,2011,14,81.42857142857143,70-100㎡,0-5分
大阪市福島区,福島,新福島,5,３ＬＤＫ,65,2011年,5200,2011,14,80.0,50-70㎡,0-5分
大阪市福島区,福島,新福島,5,２ＬＤＫ,55,2002年,4400,2002,23,80.0,50-70㎡,0-5分
大阪市福島区,福島,新福島,2,１ＤＫ,40,2010年,2900,2010,15,72.5,30-50㎡,0-5分
大阪市福島区,福島,新福島,0,２ＬＤＫ,60,2006年,4800,2006,19,80.0,50-70㎡,0-5分
大阪市福島区,福島,新福島,3,３ＬＤＫ,65,2009年,4400,2009,16,67.6923076923077,50-70㎡,0-5分
大阪市福島区,福島,新福島,2,１ＬＤＫ,55,2002年,3000,2002,23,54.54545454545455,50-70㎡,0-5分
大阪市福島区,福島,新福島,5,,85,2016年,7400,2016,9,87.05882352941177,70-100㎡,0-5分
大阪市福島区,福島,新福島,3,,55,1998年,3000,1998,27,54.54545454545455,50-70㎡,0-5分
大阪市福島区,福島,新福島,2,１ＤＫ,35,2010年,2400,2010,15,68.57142857142857,30-50㎡,0-5分
大阪市福島区,福島,新福島,4,２ＬＤＫ,65,2011年,4600,2011,14,70.76923076923077,50-70㎡,0-5分
大阪市福島区,福島,新福島,4,３ＬＤＫ,80,2011年,6400,2011,14,80.0,70-100㎡,0-5分
大阪市福島区,福島,新福島,4,３ＬＤＫ,70,1998年,4600,1998,27,65.71428571428571,70-100㎡,0-5分
大阪市福島区,福島,新福島,5,２ＬＤＫ,60,2012年,4700,2012,13,78.33333333333333,50-70㎡,0-5分
大阪市福島区,福島,新福島,4,１ＬＤＫ,60,2011年,4500,2011,14,75.0,50-70㎡,0-5分
大阪市福島区,福島,新福島,4,３ＬＤＫ,95,2011年,6800,2011,14,71.57894736842105,70-100㎡,0-5分
大阪市福島区,福島,新福島,2,３ＬＤＫ,65,1998年,5300,1998,27,81.53846153846153,50-70㎡,0-5分
大阪市福島区,福島,新福島,4,１ＬＤＫ,50,2011年,4000,2011,14,80.0,50-70㎡,0-5分
大阪市福島区,福島,新福島,4,３ＬＤＫ,90,2011年,7100,2011,14,78.88888888888889,70-100㎡,0-5分
大阪市福島区,福島,新福島,2,１ＤＫ,45,2002年,2700,2002,23,60.0,30-50㎡,0-5分
大阪市福島区,福島,新福島,4,１ＬＤＫ,50,2011年,4200,2011,14,84.0,50-70㎡,0-5分
大阪市福島区,福島,新福島,4,２ＬＤＫ,65,2011年,4800,2011,14,73.84615384615384,50-70㎡,0-5分
大阪市福島区,福島,新福島,5,１ＬＤＫ,55,2012年,6000,2012,13,109.0909090909091,50-70㎡,0-5分
大阪市福島区,福島,新福島,2,１ＬＤＫ,50,1998年,3100,1998,27,62.0,50-70㎡,0-5分
大阪市福島区,福島,新福島,6,,85,2016年,6900,2016,9,81.17647058823529,70-100㎡,6-10分
大阪市福島区,福島,新福島,5,２ＬＤＫ,85,2011年,5200,2011,14,61.1764705882353,70-100㎡,0-5分
大阪市福島区,福島,新福島,5,３ＬＤＫ,95,2011年,5800,2011,14,61.05263157894737,70-100㎡,0-5分
大阪市福島区,福島,新福島,5,,65,2011年,4900,2011,14,75.38461538461539,50-70㎡,0-5分
大阪市福島区,福島,新福島,5,２ＬＤＫ,60,2011年,4700,2011,14,78.33333333333333,50-70㎡,0-5分
大阪市福島区,福島,新福島,4,３ＬＤＫ,75,2012年,6500,2012,13,86.66666666666667,70-100㎡,0-5分
大阪市福島区,福島,新福島,0,２ＬＤＫ,60,2006年,3900,2006,19,65.0,50-70㎡,0-5分
大阪市福島区,福島,新福島,2,１ＬＤＫ,55,2002年,3200,2002,23,58.18181818181818,50-70㎡,0-5分
大阪市福島区,福島,新福島,5,３ＬＤＫ,70,2011年,5500,2011,14,78.57142857142857,70-100㎡,0-5分
大阪市福島区,福島,新福島,0,２ＬＤＫ,60,2006年,4100,2006,19,68.33333333333333,50-70㎡,0-5分
大阪市福島区,福島,新福島,5,,70,2011年,5400,2011,14,77.14285714285714,70-100㎡,0-5分
大阪市福島区,福島,新福島,2,１ＬＤＫ,45,2002年,2700,2002,23,60.0,30-50㎡,0-5分
大阪市福島区,福島,新福島,3,３ＬＤＫ,65,2009年,4500,2009,16,69.23076923076923,50-70㎡,0-5分
大阪市福島区,福島,新福島,3,３ＬＤＫ,65,2009年,3800,2009,16,58.46153846153846,50-70㎡,0-5分
大阪市福島区,福島,新福島,4,３ＬＤＫ,70,2012年,6400,2012,13,91.42857142857143,70-100㎡,0-5分
大阪市福島区,福島,中之島,4,２ＬＤＫ,60,2012年,4400,2012,13,73.33333333333333,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),5,２ＬＤＫ,55,2002年,4800,2002,23,87.27272727272727,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),5,１ＬＤＫ,40,2023年,5100,2023,2,127.5,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),5,２ＬＤＫ,60,2023年,7400,2023,2,123.33333333333333,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),3,２ＬＤＫ,60,2008年,8000,2008,17,133.33333333333334,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),5,１ＬＤＫ,40,2023年,5500,2023,2,137.5,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),3,１ＬＤＫ,55,2008年,5700,2008,17,103.63636363636364,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),5,２ＬＤＫ,60,2006年,6800,2006,19,113.33333333333333,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),3,,55,2008年,6500,2008,17,118.18181818181819,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),2,２ＬＤＫ,60,2003年,4200,2003,22,70.0,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),6,２ＬＤＫ,65,2024年,8300,2024,1,127.6923076923077,50-70㎡,6-10分
大阪市福島区,福島,福島(大阪),5,３ＬＤＫ,70,2002年,6000,2002,23,85.71428571428571,70-100㎡,0-5分
大阪市福島区,福島,福島(大阪),5,２ＬＤＫ,60,2023年,7400,2023,2,123.33333333333333,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),3,１ＬＤＫ,55,2008年,5800,2008,17,105.45454545454545,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),5,２ＬＤＫ,55,2024年,7600,2024,1,138.1818181818182,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),4,２ＬＤＫ,70,2002年,4700,2002,23,67.14285714285714,70-100㎡,0-5分
大阪市福島区,福島,福島(大阪),3,１Ｋ,30,2007年,2200,2007,18,73.33333333333333,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),5,３ＬＤＫ,85,2006年,9600,2006,19,112.94117647058823,70-100㎡,0-5分
大阪市福島区,福島,福島(大阪),6,２ＬＤＫ,85,2006年,8000,2006,19,94.11764705882354,70-100㎡,6-10分
大阪市福島区,福島,福島(大阪),3,１ＬＤＫ,60,2008年,6800,2008,17,113.33333333333333,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),3,３ＬＤＫ,65,2013年,5600,2013,12,86.15384615384616,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),4,１Ｋ,30,2007年,1900,2007,18,63.333333333333336,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),4,１Ｋ,30,2007年,1900,2007,18,63.333333333333336,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),3,,55,2008年,6100,2008,17,110.9090909090909,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),5,１ＬＤＫ,50,2006年,5200,2006,19,104.0,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),5,２ＬＤＫ,70,2006年,7000,2006,19,100.0,70-100㎡,0-5分
大阪市福島区,福島,福島(大阪),3,２ＬＤＫ,55,2013年,4900,2013,12,89.0909090909091,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),5,３ＬＤＫ,80,2006年,7200,2006,19,90.0,70-100㎡,0-5分
大阪市福島区,福島,福島(大阪),5,,55,2002年,3200,2002,23,58.18181818181818,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),4,１Ｋ,30,2002年,2000,2002,23,66.66666666666667,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),4,１ＬＤＫ,55,2002年,3300,2002,23,60.0,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),5,,90,2006年,8600,2006,19,95.55555555555556,70-100㎡,0-5分
大阪市福島区,福島,福島(大阪),3,２ＤＫ,55,2013年,3700,2013,12,67.27272727272727,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),5,２ＤＫ,85,2006年,9800,2006,19,115.29411764705883,70-100㎡,0-5分
大阪市福島区,福島,福島(大阪),5,３ＬＤＫ,90,2006年,9400,2006,19,104.44444444444444,70-100㎡,0-5分
大阪市福島区,福島,福島(大阪),6,１ＬＤＫ,50,2006年,4300,2006,19,86.0,50-70㎡,6-10分
大阪市福島区,福島,福島(大阪),4,１Ｋ,30,2002年,2000,2002,23,66.66666666666667,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),5,３ＬＤＫ,90,2006年,8500,2006,19,94.44444444444444,70-100㎡,0-5分
大阪市福島区,福島,福島(大阪),6,３ＬＤＫ,100,2006年,8800,2006,19,88.0,70-100㎡,6-10分
大阪市福島区,福島,福島(大阪),3,２ＬＤＫ,55,2019年,4600,2019,6,83.63636363636364,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),3,１Ｋ,30,2007年,1800,2007,18,60.0,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),5,,55,2006年,4400,2006,19,80.0,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),5,,55,2006年,4400,2006,19,80.0,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),5,,55,2006年,4400,2006,19,80.0,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),6,２ＤＫ,65,2006年,600,2006,19,9.23076923076923,50-70㎡,6-10分
大阪市福島区,福島,福島(大阪),4,１Ｋ,30,2002年,2100,2002,23,70.0,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),4,１Ｋ,30,2007年,1800,2007,18,60.0,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),5,１ＬＤＫ,50,2006年,5800,2006,19,116.0,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),6,,55,2006年,4400,2006,19,80.0,50-70㎡,6-10分
大阪市福島区,福島,福島(大阪),6,,55,2006年,4400,2006,19,80.0,50-70㎡,6-10分
大阪市福島区,福島,福島(大阪),3,１Ｋ,30,2007年,1500,2007,18,50.0,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),3,１Ｋ,30,2007年,2000,2007,18,66.66666666666667,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),3,２ＬＤＫ,60,2008年,5600,2008,17,93.33333333333333,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),6,２ＬＤＫ,80,2006年,7300,2006,19,91.25,70-100㎡,6-10分
大阪市福島区,福島,福島(大阪),3,２ＬＤＫ,55,2019年,5100,2019,6,92.72727272727273,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),4,１Ｋ,30,2007年,1500,2007,18,50.0,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),3,１Ｋ,30,2007年,1700,2007,18,56.666666666666664,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),6,２ＬＤＫ,55,2003年,3400,2003,22,61.81818181818182,50-70㎡,6-10分
大阪市福島区,福島,福島(大阪),8,２ＬＤＫ,50,2004年,2800,2004,21,56.0,50-70㎡,6-10分
大阪市福島区,福島,福島(大阪),3,１Ｋ,30,2007年,1600,2007,18,53.333333333333336,30-50㎡,0-5分
大阪市福島区,福島,福島(大阪),8,２ＬＤＫ,50,2004年,1500,2004,21,30.0,50-70㎡,6-10分
大阪市福島区,福島,福島(大阪),5,３ＬＤＫ,75,2006年,6100,2006,19,81.33333333333333,70-100㎡,0-5分
大阪市福島区,福島,福島(大阪),3,２ＬＤＫ,90,2008年,8200,2008,17,91.11111111111111,70-100㎡,0-5分
大阪市福島区,福島,福島(大阪),4,１ＬＤＫ,50,2002年,3100,2002,23,62.0,50-70㎡,0-5分
大阪市福島区,福島,福島(大阪),3,１ＬＤＫ,90,2008年,9000,2008,17,100.0,70-100㎡,0-5分
大阪市福島区,福島,福島(大阪),3,２ＬＤＫ,85,2008年,7700,2008,17,90.58823529411765,70-100㎡,0-5分
大阪市福島区,吉野,玉川(大阪),3,３ＬＤＫ,60,1997年,3900,1997,28,65.0,50-70㎡,0-5分
大阪市福島区,吉野,玉川(大阪),2,３ＬＤＫ,65,2022年,6200,2022,3,95.38461538461539,50-70㎡,0-5分
大阪市福島区,吉野,玉川(大阪),2,３ＬＤＫ,65,1997年,3000,1997,28,46.15384615384615,50-70㎡,0-5分
大阪市福島区,吉野,西九条,10,２ＬＤＫ,60,2014年,4700,2014,11,78.33333333333333,50-70㎡,6-10分
大阪市福島区,吉野,西九条,10,,60,2014年,3800,2014,11,63.333333333333336,50-70㎡,6-10分
大阪市福島区,吉野,西九条,7,,70,2004年,3100,2004,21,44.285714285714285,70-100㎡,6-10分
大阪市福島区,吉野,西九条,8,３ＬＤＫ,70,1997年,3600,1997,28,51.42857142857143,70-100㎡,6-10分
大阪市福島区,吉野,西九条,7,３ＬＤＫ,65,1997年,3700,1997,28,56.92307692307692,50-70㎡,6-10分
大阪市福島区,吉野,西九条,9,,65,1997年,2900,1997,28,44.61538461538461,50-70㎡,6-10分
大阪市福島区,吉野,西九条,5,１ＬＤＫ,55,2004年,2700,2004,21,49.09090909090909,50-70㎡,0-5分
大阪市福島区,吉野,西九条,6,４ＬＤＫ,75,2004年,3900,2004,21,52.0,70-100㎡,6-10分
大阪市福島区,吉野,西九条,7,３ＬＤＫ,70,2004年,3500,2004,21,50.0,70-100㎡,6-10分
大阪市福島区,吉野,西九条,6,３ＬＤＫ,70,2004年,3400,2004,21,48.57142857142857,70-100㎡,6-10分
大阪市福島区,吉野,野田(ＪＲ),5,,65,2003年,4900,2003,22,75.38461538461539,50-70㎡,0-5分
大阪市福島区,吉野,野田(ＪＲ),9,３ＬＤＫ,80,2016年,6100,2016,9,76.25,70-100㎡,6-10分
大阪市福島区,吉野,野田(ＪＲ),9,,70,2016年,5100,2016,9,72.85714285714286,70-100㎡,6-10分
大阪市福島区,吉野,野田(ＪＲ),8,３ＬＤＫ,65,1997年,3900,1997,28,60.0,50-70㎡,6-10分
大阪市福島区,吉野,野田(ＪＲ),9,３ＬＤＫ,80,2016年,5800,2016,9,72.5,70-100㎡,6-10分
大阪市福島区,吉野,野田(ＪＲ),8,２ＬＤＫ,50,2023年,4700,2023,2,94.0,50-70㎡,6-10分
大阪市福島区,吉野,野田(ＪＲ),6,２ＬＤＫ,75,2003年,5200,2003,22,69.33333333333333,70-100㎡,6-10分
大阪市福島区,吉野,野田(ＪＲ),4,３ＬＤＫ,60,2002年,2000,2002,23,33.333333333333336,50-70㎡,0-5分
